_id,corpusid,venue,par_id,text,wc,corpusid_unique,is_data_availability
648a441f1b9b678478ba1d6e,233828232,Advanced Energy Materials,63,"The capacity for "" adsorption "" was easily estimated as 13 % of a molar equivalent of MnCl 2 based on the ammonia removed in the first ≈30 min . While the capacity for each step of absorption should theoretically be 0.5 molar equivalents each , a better fit of the experimental data was obtained at 0.35 molar equivalent . The difference between the theoretical and the experimental values is related to the partial MnCl 2 inaccessibility as a significant portion of the absorbent is likely to be either trapped in blocked pores of the silica gel or within a large MnCl 2 particle . The order for ammonia pressure relative to equilibrium in the absorption steps was fit as 4 because it generated a significant drop in rate at higher temperatures ( i.e. , higher equilibrium pressure ) that was apparent in the data even though equilibrium had not been reached . A higher order dependence on ammonia pressure relative to equilibrium was also reported previously . [ 32 ] The high order ( 4 and 6 ) with respect to accumulation in the absorption steps was a result of large inhomogeneities in particle size and morphology , which causes different particles to reach absorption saturation or experience a significant drop in rate at different times . When representing the ammonia removed over time by the model ( Figure 2d ) , the high order was reflected in the sharpness of the decrease in rate as the absorbent fills over time ( i.e. , the higher order , the sharper drop ) . It is important to note that this model is likely not applicable at high temperatures ( > 400 ° C ) because the absorbent might degrade or very high ammonia pressures because the mechanism may change .",301,8903723_21,
648a398e1b9b6784788887c8,73467849,Advanced Materials,17,"In order to understand how charge carriers in an illuminated MAPbI 3 thin - film are influenced by polarized domains , Rossi et al . conducted drift - diffusion simulations on experimentally observed domain patterns . [ 44 ] Assuming head - to - head and tail - to - tail orientation of the domain polarization , these simulations revealed that polarized domains in MAPbI 3 thinfilms can effectively influence charge carriers , form separate electron - and hole - pathways and hence create charged domain walls as illustrated in Figure 5 . This configuration reduces the Shockley - Read - Hall recombination losses within grains and improves the fill factor as well as the overall power conversion efficiency of the corresponding solar cells . The experimental current density - voltage ( J - V ) curves were best reproduced with a polarization strength of 0.2 µC cm −2 . While the experimental data described above allows for both charged and uncharged domain wall configurations , simulations can not reproduce the J - V curves assuming uncharged domain walls ( head - to - tail domain polarization ) . Uncharged domain walls would hardly influence the charge carrier recombination but in effect rather compare to a zero - polarization ( non - ferroelectric ) scenario . Although uncharged domain walls may exist in MAPbI 3 grains in a polycrystalline thin - film , better device performance will be achieved if their formation is suppressed . Importantly , vertical ( out - of - plane ) components of the polarization do not show any notable influence on charge carrier density or recombination rates since , in steady - state , these polarization components are compensated by charge carrier accumulation at the interfaces to anode and cathode , respectively . However , if nonohmic contacts are assumed , the surface dipoles of vertically polarized domains may assist or hinder charge carrier extraction to the electrodes . [ 10,45 ] As described above , grains that exhibit such vertical polarization components were only observed occasionally in our experiments while the vast majority of grains showed inplane polarization . In this light , the control of in - plane polarization deems to be important for future device and process designs . Yet , it remains to be investigated how to best control the polarization orientation in MAPbI 3 domains . Following up on recent discussions about ion migration in domains , we further speculate that , in dark conditions , charged domain walls are populated by ionic charge carriers ( I − , CH 3 NH 3 + ) that are gradually replaced by electrons and holes upon illumination . This process might contribute to changes in photocurrent during dynamic illumination . [ 46 ]",461,52944753_21,
648a4abe1b9b678478dfcbf0,16673177,BMJ,34,"Our study has several strengths . Firstly , we systematically identified and included both randomised and non - randomised studies to examine the risk of pancreatitis associated with incretin treatment . Secondly , in addition to published reports , we searched ClinicalTrials.gov , which provided additional outcome information and eligible trials . Thirdly , we instituted a rigorous approach to ensure the data were accurate , in particular using the data on pancreatitis reported in ClincialTrials.gov and journal publications for consistency .",82,233029680_235,
648a60bd1b9b6784787d865c,10276708,Nucleic Acids Research,20,"Elution3D shows the three dimensional elution profile of the targeted peptide ion near its precursor m / z and elution time . An example is shown in Figure 8A , in which x - axis denotes elution time , y - axis represents m / z , and color stands for different intensity in raw data . In this example , the extracted data have elution time in the range from 26.84 to 29 min and m / z from 824.37 to 842 Da .",85,5212627_16,
648a473a1b9b678478cc7222,51622009,The astrophysical journal,8,"No laboratory data are available for HSC + . Ab initio calculations by Puzzarini ( 2005 ) indicated that it is bent with ( B+C)/2 too low . HSN and HNS are both bent with singlet and triplet ground electronic states , respectively ( Yaghlane et al . 2014 ) . Their cations are also bent with doublet ground electronic states and too low ( B+C)/2 ( Yaghlane et al . 2014;Trabelsi et al . 2016 ) . Hence , no reasonable triatomic species can be found as carrier of our lines .",93,240551786_19,
648a398e1b9b6784788878db,230820946,Advanced Materials,4,"An increasing trend toward automated synthesis is recognizable , since it not only increases the number of experiments , it further generates more reliable data not influenced by human bias . Each experiment is traceable , the reaction conditions can be read out as a protocol ( this data is thus usable , see paragraph data management ) and a new experiment under the same conditions provides comparable results ( also in different labs as long as the same starting materials are utilized ) . Therefore , it is not surprising that companies have recognized this trend and have heavily invested in the automation of syntheses / formulation for their research and development departments . [ 26,27 ] The challenges in the field of automation and digitalization in the area of material preparation are to be sought above all in the improvements of the robotic systems and processes . In particular , the robotic systems have to be optimized to cover all different reaction conditions , which are applied in material research ( temperature , pressure , type of material etc . ) . Exemplarily , high - temperature processes have to be mentioned , which is still a challenge using automated synthesis robots . Moreover , the required compounds ( liquids , solids , pastes , oils etc . ) have to be transferred from bottles , boxes , cylinders etc . into the reaction vial in the right volume , mass using syringes or balances . A novel revolutionary approach using "" pins "" ( or "" coins "" ) has been presented in order to overcome the this bottleneck of current robotic based synthesis . [ 28 ] Furthermore , multi - step reaction procedures have to be performed automatically . [ 29 ] In addition , the purification and characterization of the materials must be performed in such an automated fashion . First approaches to this are well - known in the field of organic synthesis and polymer science . [ 30 ] Thus , the group of Cronin has combined various purification and analysis methods with synthesis modules . [ 31,32 ] Transferring this approach to the various material classes and characterization methods will be a crucial challenge for the future of the digital transformation of material research .",384,8131183_7,
648a2ca61b9b67847842dbdb,234683604,Technological Forecasting and Social Change,112,"The interaction effect in the Europe equation is estimated by the coefficient of Europe plus the coefficient , Europe*National which is 551.3438 . The Europe equation consists of countries in Europe which imposed a national lockdown . This indicates that European countries which implemented a national lockdown have a higher number of confirmed cases than Africa . However , the number is 246.2428 for countries in Europe which imposed a local lockdown . Our findings show that on average , countries in Europe and America tend to have a higher number of confirmed cases than Africa and Asia . This finding is consistent with the data shown in Table 3 . Second , countries in America which have imposed a local lockdown tend to have higher confirmed cases than those which have imposed a national lockdown . This is the opposite to countries in Europe . The regression results are consistent with the results in Table 2 .",158,245111008_3,
648a42a21b9b678478af5262,236209561,International Journal of Molecular Sciences,14,"PCs still expressed the red fluorescent reporter protein confirming the continued expression of the transgene driven by cpce throughout adulthood as demonstrated previously [ 25 ] . ( 3 months ) ages . At these timepoints , their body length was measured ( Figure 3A ) followed by subsequent dissection of the brain for microscopy analysis of PCs at further detail ( Figure 3B ) . PCs still expressed the red fluorescent reporter protein confirming the continued expression of the transgene driven by cpce throughout adulthood as demonstrated previously [ 25 ] .   The data in ( D , G ) are presented as mean ± SEM , * p < 0.05 , * * * p < 0.001 and * * * * p < 0.0001 according to two - way ANOVA with post hoc Tukey 's test . n = 7 , 6 , 6 in 40 dpf , 2 mpf ( months postfertilization ) and 3 mpf control groups , respectively . n = 7 , 6 , 6 in 40 dpf , 2 mpf , and 3 mpf Atx1[30Q ] groups ; and n = 6 , 7 , 7 in 40 dpf , 2 mpf , and 3 mpf Atx1   Figure 3C white dashed line ) . No major signs of cerebellar atrophy , like shrinkage in tissue or discontinuous patches of fluorescent PCs , could be identified at this devel - opmental age . Furthermore , the body length between individuals from all three allelic families did not differ significantly , and this continued growth in body length remained until adulthood ( Figure 3D ) . This suggests that despite the expression of the pathological Atx1[82Q ] SCA1 - causing allele in cerebellar PCs , zebrafish do not seem to suffer from major locomotive impairments interfering with proper feeding . The absence of a major cerebellar atrophy in all 40 dpf samples was further confirmed when the area covered by fluorescent PCs was quantified from maximum projections derived from z - stacks of confocal microscopy images and compared among specimens from all three allelic families , which revealed no significant size differences ( Figure 3 G ) . Nevertheless , in contrast to controls and Atx1[30Q ] zebrafish , confocal microscopy of the PC population in Atx1[82Q ] expressing larvae depicted speckles of brighter fluorescence suggestive of condensation , cellular shrinkage and onset of neurodegeneration ( Figure 3Cd - f , compare PCs marked by white arrows ) .",419,6619926_2,
648a61771b9b6784787edbbd,15067297,Journal of High Energy Physics,42,"In fact , from WKB we only get terms of order n 1 and n 0 as n → ∞. Thus , the term 15 8 inside the square root of the expression for ω s does not come from WKB and we obtained it by fitting the numerical data . In figure 2 , we compare these expressions to the first few numerically found eigenvalues .",67,226318002_43,
648a60bc1b9b67847876f4dc,3611354,Nucleic Acids Research,85,"The formation of ' simple ' monomolecular quadruplexes as driven by either K + or Na + is kinetically complex . Different spectroscopic methods that probe different structural features may give different folding kinetics . Some of these differences may result from the specific sequences or conditions [ e.g. heterogeneous ( liquid - solid phase ) reaction conditions ] . However , with the exception of the SPR data summarized above , the kinetic studies suggest that cation - driven quadruplex folding is a multistep process with detectable amounts of obligatory intermediates . These intermediates may reflect the presence of partially folded structures and/or structures with less than a full complement of bound cations . The intermediates are rate - limiting because relatively high - activation energies are required to produce conformational changes necessary for formation of complex topologies that may require one or more strand reversals and positioning of loops . However , in conclusion , it is worth repeating the classical caveat of kinetics : kinetics alone can not prove a mechanism , but unlike equilibrium studies , it can disprove a mechanism .",186,11027280_38,
648a473a1b9b678478cc7b1e,236508972,The astrophysical journal,4,"In this work , we present a method of Bayesian inference of supernova parameters by applying the radiative transfer code tardis ( Kerzendorf & Sim 2014 ) , accelerated by a machine - learning framework , to a single spectrum of SN 2002bo taken 10 days before maximum light ( Benetti et al . 2004 ) . We begin with a description of our model and associated parame - ters in Section 2 . The sampling of the parameter space , including a discussion on prior distributions and resulting posterior distributions , is given in Section 3 . A summary of results can be found in Section 4 . Appendices are included to provide general background on the techniques used for spectral synthesis acceleration as well as additional data used in our analysis . In Appendix A , we outline a machine - learning framework used to accelerate tardis evaluation . Finally , in Appendix B , links to data sources and data products are provided in order to assist researchers who wish to replicate our findings .",178,76662963_27,
648a60bd1b9b6784787a0111,254124956,Nucleic Acids Research,11,"The quality of sequencing reads was analysed with FastQC ( www.bioinformatics.babraham.ac.uk/projects/fastqc/ ) . Short sequences , adaptor sequences and read duplicates were removed . Reads were analysed with the RUbioSeq pipeline v3.8 . ( 40 ) using SAMtools v0.1.19 ( 41 ) , Picard tools v1.107 ( broadinstitute.github.io/picard/ ) , MACS v2.0.10 ( 42 ) and the GRCm38 / mm10 mouse reference genome . When MACS was used , peak calling was performed vs input . When the Picard algorithm ( 4 ) was used , genome segmentation was based on RT data that accurately matches the read coverage differences between segments . Common peaks were obtained using BedTools v2.23.0 ( 43 ) with parameters : -f 0.1 -r -wa -u . For common peaks between MACS and Picard the genomic coordinates defined by Picard were used in additional analyses . Peaks located on chromosome Y were excluded from the analysis . The SNS - seq WT I dataset , taken from ( 6 ) , was generated in parallel to all other SNS - seq samples , which were specifically designed for this study . Read distribution around peak centers was generated using seqMINER v1.3.3e . Lowmappability regions were identified using the scan quantile peak - calling algorithm ( 4 ) on a sequenced genomic DNA input , with the same parameters set for the SNS - seq samples . The resulting peaks , as well as the small gaps present in the genome segmentation needed for peak - calling , were marked as non - mappable regions ( ShadeAreas files at github.com/VeraPancaldiLab/RepOri3D ) . Subtelomeric and pericentromeric regions from the UCSC database telomere annotation were extended by visual inspection in the browser and added to the list of non - mappable regions . Origin clustering was done using SeqMINER ( 44 ) for each condition independently , using both replicates for calculating the clusters . Default options were used except for the number of clusters , which was empirically set to 6 as it gave clusters with comparable profiles in the three conditions .",346,245547826_96,
648a42951b9b678478aa6d58,234743417,International Journal of Molecular Sciences,7,"An increased susceptibility to RP could be hypothesized in low body weight people . Recently , Abdulle et al . [ 17 ] investigated the association of RP with low body weight , involuntary weight loss , and dietary restrictions . They showed that a low - fat diet is associated with RP in women while in both women and men , an increased risk of RP is significantly associated with prior involuntary weight loss and low body weight [ 17 ] . Literature data have highlighted a correlation and association ( more than causation ) between nutritional status and RP . In fact , most authors have basically recognized a dysfunction of the psycho - neuro - endocrine - immune ( PNEI ) network at the root of RP and AN [ 18 ] .",136,198983723_20,
648a39ff1b9b6784788b3ba9,905287,Angewandte Chemie,7,This compound was prepared according to method A. Compound 3k was isolated as a white solid by chromatography using pentane : Et 2 O ( 5:1 )   126.2 ; 126.7 ; 127.5 ; 127.6 ; 128.4 ; 128.7 ; 129.8 ; 136.8 ; 143.8 ; 144.4 ; 146.7 [ 4 ] This compound was prepared according to method A. Compound 3l was The spectral data is in agreement with the literature values of ref [ 4 ] .,80,236215648_78,
648a39b81b9b67847889690a,49668709,Nature Human Behaviour,46,"In addition to the total of 24 participants who participated in Study 2 , we obtained 3 more participants ' MRS data but excluded their data from all analyses . The first participant exhibited ( substantiated by self - report after the measurements ) substantial head movements during the scan . The second participant exhibited extremely high CRLB% , such as 999 % , while the CRLB% is recommended to be lower than 20 % 43",76,58006454_51,
648a31c51b9b6784785efe30,234783006,Social Science & Medicine,46,"Measures . Our dependent variable - stress - was measured using a one - item question asking participants to rate their level of stress from 1 ( low ) to 10 ( high ) since the last survey , adapted from a study conducted by the American Psychological Association ( 2014 ) . The specific question asks "" How would you rate your stress since the last survey ? "" The one - item measure has face validity . Comparing this measure with the Perceived Stress Scale ( 10 - items ; Cohen et al . , 1983 ) , the one - item measure was highly positively correlated ( ρ = 0.682 ; APA , 2014 ) . The original responses were poorly distributed for Gaussian models , making the most efficient approach to using these data through an ordinal categorical model . We recoded the variables to five categories ( see Table 2 ) in order to aid in interpretation and model convergence . On average , parents reported that their stress level was 3.25 out of 10 . In addition to stress , the time - varying characteristics used as independent variables included location where the parent was completing the survey , the trigger time for the survey , and whether a focal child was with the parent since the last survey . Locations included home ( used as referent category in our study ) , work , store , child 's activities ( including at child 's school ) , traveling between locations , or other ( including restaurants ) . The majority of daily EMAs were completed with participants at home ( 86.7 % , n = 11,581 ) and when the child had been with the parent during the survey time period ( 91.4 % , n = 12,209 ) . Daily characteristics included the day of the week ( with Sunday as the reference group ) and week of the study ( reference group was week of April 12 , 2020 ) . The only participant - varying characteristic was the version of the app installed on the participant 's cellular telephone . During the duration of our study , the research app we used released two versions to fix patches and provide additional functionality . Although we did not expect this variable to be statistically significant , we include it as a control variable where Version 4:04.0 is used as the reference group . Finally , we include two different dates we hypothesized to be related to parents ' stress levels . Ohio Governor DeWine announced on April 20 , 2020 that K-12 schooling would remain virtual through the end of the 2019 - 20 academic year . The second date , May 12 , 2020 , was the date most retail businesses were allowed to open with social distancing requirements in place , indicating greater freedom for families .",488,41369265_3,
648a31c51b9b6784785f4528,5857758,Social Science & Medicine,16,"We first searched for any published articles that evaluated training or capacity building in WaSH , and that used any framework , model , or guideline for the evaluation . We were looking specifically for concepts applicable to training evaluation , so included capacity building and development in our search as training is often a component of these . We found five articles that evaluated training in WaSH . Two of the studies did not use a framework or follow an evaluation guideline or protocol ( Barat et al . , 2014;Gunawardana et al . , 2013 ) . Two others mentioned frameworks , though they did not thoroughly describe their use ( Mvulirwenande et al . , 2013;Ngai et al . , 2014 ) . The fifth study proposed an approach to evaluating capacity development partnerships ( Pascual Sanz et al . , 2013 ) , but was not well - suited for training evaluation . None of these five studies described analysis , and only one included their survey guides and made the link between data and results explicit ( Gunawardana et al . , 2013 ) .",190,234814267_194,
648a42871b9b6784789efbaa,233423910,International Journal of Molecular Sciences,3,"To facilitate our research of TSC - deficient neural cells , we isolated primary astrocyte from neonatal WT and Tsc1 GFAP cKO mice separately . These primary astrocytes were cultured in vitro for 355 days ( primary culture established on 12 March 2018 and first passage on 2 March 2019 ) when we noticed that the media of two wells from different animals became yellow . We dissociated the two cells and cultured them individually . By the time we submitted the manuscript , both cell lines had been passaged for more than 200 times . We genotyped these cells and confirmed that one line is originated from a Tsc1 flox / fox WT mouse ( designated as Ast # 1 ) and the other is from a Tsc1 GFAP cKO mouse ( designated as Ast # 2 ) . We did not observe an obvious difference in morphology between Ast # 1 and Ast # 2 ( as shown in Figure 1A ) , but we noticed that Ast # 1 cells spread faster than # 2 cells after plating . Western blot data indicated a diminished TSC1 expression in Ast # 2 compared to Ast # 1 cells ( Figure 1B ) , consistent with the genotype data . Using primary astrocytes as control , we also found decreased TSC1 expression in Tsc1 GFAP cKO astrocyte compared to WT astrocytes ( Figure 1B ) . Consistent with the decreased TSC1 level , the TSC2 level also decreased in Ast # 2 cells as TSC1 functions through stabilizing TSC2 ( Figure 1C ) . As expected , mTORC1 activity significantly increased in Ast # 2 cells as indicated by the elevated levels of pS6RP ( phosphorylated S6 ribosomal protein ) and p70 S6 kinase ( pS6 K , phosphorylated S6 ribosomal protein kinase ) when they were compared to Ast # 1 cells ( Figure 1C ) . We treated both Ast # 1 and Ast # 2 cells with Rapamycin at 100 nM , which abolished the pS6RP and pS6 K levels in these cells , suggesting the inhibition of mTORC1 activity ( Figure 1C ) . TSC1 and TSC2 levels were not affected by Rapamycin treatment ( Figure 1C ) . These results indicated that loss of TSC1 would cause mTORC1 hyperactivation in immortalized astrocyte . the elevated levels of pS6RP ( phosphorylated S6 ribosomal protein ) and p70 S6 kinase ( pS6 K , phosphorylated S6 ribosomal protein kinase ) when they were compared to Ast # 1 cells ( Figure 1C ) . We treated both Ast # 1 and Ast # 2 cells with Rapamycin at 100 nM , which abolished the pS6RP and pS6 K levels in these cells , suggesting the inhibition of mTORC1 activity ( Figure 1C ) . TSC1 and TSC2 levels were not affected by Rapamycin treatment ( Figure 1C ) . These results indicated that loss of TSC1 would cause mTORC1 hyperactivation in immortalized astrocyte . Next , we analyzed the neural stem / progenitor cell ( NSC ) markers and astrocyte markers expressed in Ast # 1 and Ast # 2 around the passages of 75 . The protein level of astrocytic maker GFAP ( glial fibrillary acidic protein ) and GS ( glutamine synthetase ) significantly decreased in both Ast # 1 and # 2 compared with primary WT astrocytes ( Figure 1D ) . In contrast , there was a marked increase of Sox2 ( SRY - Box Transcription Factor 2 ) protein level in Ast # 1 and Ast # 2 compared to primary astrocytes . There was also a modest increase of nestin level in the immortalized cell lines ( Figure 1D ) . Immunofluorescent staining showed nuclei localization of Sox2 and cytoplasmic localization of intermediate filament nestin in both Ast # 1 and Ast # 2 cell lines ( Figure 1E ) . We used qRT - PCR to check the NSC markers in Ast # 1 and Ast # 2 cells as well as in neurospheres from WT and Tsc1 GFAP cKO mice . Consistent with the immunofluorescent staining , we found comparable levels of nestin mRNA and Sox2 mRNA expression in both Ast # 1 and Ast # 2 cells ( Figure 1F ) . We noticed more than 3 - folds decreased expression of nestin mRNA and Sox2 mRNA in immortalized cell lines compared to those in neurospheres ( Figure 1F ) . Next , we cultured the Ast # 1 and Ast # 2 cells under suspension conditions and we found that both cell lines formed spheres with similar size ( Figure 1 G ) . Serial dilution of seeding cells for spheres indicated that there was no difference in the sphere formation ability for both Ast # 1 and Ast # 2 cells ( Figure 1 G ) . With the gain of some NSC / progenitor characters , we noticed a dramatic decrease of astrocyte markers of GFAP and Aqp4 ( Aquaporin 4 ) in Ast # 1 and Ast # 2 cells . Their mRNA levels were only 1 - 2 % ( GFAP ) or less than 1 % ( Aqp4 ) of those in primary astrocytes ( Figure 1H ) . The mRNA level of another astrocyte marker , Cx43 , was also significantly lower in Ast # 1 and Ast # 2 cells compared to primary astrocytes ( Figure 1H ) . mRNA level of Cx43 , but not GFAP and Aqp4 , in Ast # 2 cells was significantly higher than that in Ast # 1 cells ( Figure 1H ) . Taken together , these data suggested that the Ast # 1 and Ast # 2 cells obtained some NSC / progenitor status during the process of gaining immortalization .",970,3174407_31,
648a441f1b9b678478ba1b69,231942588,Advanced Energy Materials,26,"While taking the derivative defined by Equation 3 is a simple task for smooth , simulated data , it is quite challenging to extract meaningful derivatives from noisy experimental data . Therefore , it is advisable to not or not only take the derivative of the background corrected raw data but to first fit the data with a function and then differentiate the fit . We note that given the multitude of non - exponential features affecting the transients , we opted to identify functions for which the fit algorithm converges easily and leads to a good agreement with the experimental transients even though the functional form of the fit functions bears no physical meaning . We observed that good candidates for fit functions are high order polynomials that can be fitted to the logarithm of the PL . Alternatives are rational functions , i.e. ratios of higher order polynomials . In Figure 13c and d , we therefore see symbols and lines , where the symbols represent the derivative of the background - corrected and stitched raw data while the lines are the derivative of the fits to the data . Both agree within the accuracy of the method , which isat least partly a consequence of the raw data being fairly high quality ( low noise level ) due to long integration and high measurement times . The EF axis for the experimental data was determined from the knowledge of the laser fluences used in the measurement ( provides the initial EF at time zero after the pulse with Equation 4 ) and the knowledge that the PL intensity scales with exp(EF / kBT ) . [ 47 ] This proportionality implies that any order of magnitude decrease in PL leads to a 58 mV decrease in EF . From comparing the glass / MAPI / TOPO ( grey ) samples of the coevaporated and the solution - processed perovskite sample series in Figure 13c and d , it is directly apparent that the quality of the bulk differs substantially . In addition , the coevaporated cell suffers from increased interface recombination relative to the solutionprocessed cell , which we conclude from the substantial reduction in TPL , HLI  for the samples with interfaces ( green and red ) relative to the passivated layer on glass ( grey ) . Furthermore , the comparison in Figure 13 demonstrates that the representation of the decay time TPL , HLI  via Fermi - level - splitting EF is advantageous compared to the usual representation of the decay itself . This new type of graph highlights differences and similarities between the samples more clearly and allows estimating recombination parameters .    Figure S21 , we show how the simulations with lower SRH lifetimes look like . From Figure S21 , we conclude for lifetimes τn + τp < 40 µs , the agreement between simulation and experiment deteriorates substantially . SRH bulk lifetimes as high as 80 µs would allow an open - circuit voltage of 1.31 V under AM1.5 g illumination , i.e. a value very close to the radiative limit of 1.32 V. [ 13 ] The solution - processed samples with PTAA ( green , yellow ) do not suffer from additional losses . The decay times are similar to the passivated sample with the glass / perovskite interface . The band offset between perovskite and PTAA and the surface recombination velocity must therefore be negligibly small . In the Supporting Figure S21 we demonstrate that a surface recombination velocity must be around SPTAA=1 cm / s. Also , the band offset and surface recombination at the PCBM / perovskite interface must be quite small to explain the data . Nevertheless , the PCBM / perovskite interface is the only interface that causes visible deviations of the PL transients from the behaviour expected in the radiative limit . We find that a surface recombination velocity SPCBM=17 cm / s and an offset of 70 meV lead to the best agreement with the experimental data .",681,15654042_12,
648a39ff1b9b6784788b6387,231943460,Angewandte Chemie,44,"Thef astest component in the TA data decays on a1 00 - 150 fs timescale and is readily attributed to rapid decay of the initially excited FC state , w hile the ground - state recovery at long times proceeds on timescales longer than our probe window ( i.e. > 50 ps ) . At intermediate times , the picture is less clear , at least before acomparison with the theoretical studies was made as given in the next section . We observe two components with sub - ps and few ps dynamics .",94,240481156_15,
648a4fa61b9b678478f7b18e,236221457,"Media, Culture & Society",12,"Anti - transparency data policy and the practice of discussing without releasing Prior to 2019 , Netflix 's discussions of audience data can be understood in relation to three overlapping organizational goals : to differentiate the service from the traditional television industry , to denigrate traditional television industry practices , and to deflect criticism . First , when discussing audience data , Netflix executives frequently distinguish the service from traditional networks with claims that some industry norm is ' irrelevant ' or ' insignificant ' in the context of streaming television . When addressing ratings , for example , executives consistently state that traditional metrics of success are incompatible with the company 's subscriber - supported model . Discussing the platform 's antitransparency policies in 2014 , Sarandos said , ' We do n't plan on releasing ratings since it 's irrelevant to us , we do n't sell advertising , we do n't negotiate carriage fees , there 's no reason for us to give a specific number of how shows are performing ' ( Quintanilla , 2014 ) . Sarandos also differentiates Netflix from networks with regards to the importance of traditionally valued audience segments . He explained , ' Eighteen - to - forty - nine - yearold viewing is so insignificant to us . I ca n't even tell you how many eighteen - to - fortynine members we have . We do n't track them . It 's an advertising - driven demographic that means nothing to us ' ( Villarreal , 2016 ) . These comments are part of the company 's broader efforts to redefine the characteristics of successful television series in the context of transnational platforms and global audiences .",288,174798092_13,
648a50e31b9b678478fed997,8775835,Neural Information Processing Systems,44,"For each simulation scenario , we first generated data using δ and k true as above , then selected a k model to estimate the null model and obtain p - value using Algorithm 1 . We repeated each scenario 1000 times , and evaluate the test performance using the empirical probabilityP ( p ≤ 0.05 ) . Under null hypothesis H 0 : δ = 0,P ( p ≤ 0.05 ) estimates the test 's Type I error , and should be smaller or equal to the significance level 0.05 . Under alternative hypothesis H a : δ > 0,P ( p ≤ 0.05 ) estimates the test 's power , and should ideally approach 1 quickly as the strength of interaction δ increases .",126,231766706_13,
648a2ca61b9b67847842d0ae,231573178,Technological Forecasting and Social Change,30,The first data normalisation process is applied to make sure that the curvatures for each attribute can be compared equitably . The second data normalisation process is optional . It is used to reduce the noise and hence improve the classification performance on EHR data sets .,47,236221457_11,
648a39ff1b9b6784788b1bf9,52944753,Angewandte Chemie,47,"40 ° C to show that there is no significant difference in the cac and that we are always working above the cac . Below is shown the fluorescence titration performed at 40 ° C , which shows the cac is about 10 µM , which is the same with what is calculated at 25 ° C ( see Figure S2 , below ) . To confirm the presence of aggregates at all conditions of this experiment , the cac of C16TACN was measured in the presence of 500 µM HPNPP and in the absence of Zn 2 + ( in HEPES buffer 5 mM ) . The curve for C14TACN·Zn 2 + from Figure 4a is shown here in linear scale to allow the increase in reaction rate once the cac is reached . ( ii ) Determination of the cac data in Figure 4a The cac of C12TACN·Zn 2 + , C14TACN·Zn 2 + , C16TACN·Zn 2 + and C18TACN·Zn 2 + in the presence of 500 µM HPNPP was determined by the cumulative addition of CnTACN·Zn 2 + to a solution containing HEPES buffer ( 5 mM ) and nile red ( 2 µM ) . The fluorescence intensity was measured at 615 nm . ( g ) Additional data related to Figure 3c , refuelling experiments .",221,119426461_11,
648a60bc1b9b678478790636,15455855,Nucleic Acids Research,13,"As an initial test of the function of UAS - MycTra2 transgene insertions , we crossed each strain to various driver strains expressing yeast GAL4 with different tissue distributions ( Table 1 ) . However , adult flies carrying the combination of GAL4 and UAS - MycTra2 transgenes were not recovered in these crosses due to lethality at earlier developmental stages . To overcome this , we generated flies in which Tra2 expression was driven by the heat - inducible heat shock protein 70 ( hsp70 ) promoter which is active at a low level in a wide variety of somatic tissues even when flies are cultured at 23 C without heat shock . This low level of GAL4 activity allowed us to recover from 41 to 70 % of the expected individuals carrying both hsp70 - Gal4 and UAS - MycTra2 as viable adults ( Table 1 ) . The number of survivors was diminished to < 1 % when flies were subjected to heat shock at various times during larval development .    Western - blot analysis of total protein from adults raised without heat shock confirmed that they express a protein product of the expected size for the MycTra2 fusion protein ( Figure 3B ) . A small amount of another product detected specifically in transgenic flies migrated at a smaller size . This may be either a product of proteolysis or due to translation initiation from one of several AUG initiation codons within the Myc tag repeats near the protein 's N - terminus . In either case , the levels of functional MycTra2 expression were sufficient to partially rescue sexual differentiation defects in the soma of diplo - X ( chromosomally female ) individuals homozygous for a tra2 loss - of - function mutation as indicated by feminization of their genitalia , leg bristles and abdominal pigmentation ( data not shown ) . Thus , the MycTra2 protein is functional in the soma . Even when expressed from the hsp70 - GAL4 driver at 23 C UAS - MycTra2 caused some reduction in viability relative to Mendelian expectations ( Table 1 ) . Such lethality might result either from an excess of protein in tissues where it is normally expressed or from an aberrant activity conferred by the Myc tag . In the former case we would expect that viability would be improved if Tra2 expression from the endogenous gene was reduced in transgenic flies . Consistent with this we observed that transgenic individuals homozygous for a tra2 loss - of - function mutation were significantly more viable ( P < 0.0001 ) than their tra2 + siblings ( Figure 3C ) . We conclude that excess Tra2 is deleterious to survival .",460,238530423_7,
648a444b1b9b678478bae899,202509934,Light-Science & Applications,26,"Both algorithms ( LT - BPM and LT - SSNP ) start from measured electric fields ( including both amplitude and phase information ) from the holographic data . An initial guess of the RI distributions is obtained by using the Rytov tomographic reconstruction method . By using either the BPM or the SSNP as the forward model , the scattered field is estimated given the plane - wave illumination propagating through this initial guess . The square of the difference between the estimated and the measured fields is the cost function , which is minimized by adjusting the index values contained in the forward model through the FISTA . At the same time , an intermediate step of regularizations such as smoothness and non - negativity is included . This process is repeated until the total cost function converges .",141,231848300_5,
